visitorid,ses_rec,ses_rec_avg,user_rec,ses_n,ses_n_r,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,major_spend_r,int_cat_n_avg,int_itm_n_avg,ses_mo_avg,ses_ho_avg,ses_wknd_r,ses_len_avg,time_to_int,time_to_tran,target
64931,23.0,14.2,96.0,6.0,0.0625,12.0,2.0,5.0,0.8333333333333334,181380.0,30230.0,0.16666666666666666,1.6666666666666667,1.6666666666666667,5.666666666666667,14.833333333333334,0.5,19.900000000000002,9.950000000000001,0.0,0.0
65149,81.0,81.0,81.0,1.0,0.012345679012345678,2.0,2.0,1.0,1.0,108840.0,108840.0,1.0,1.0,1.0,5.0,11.0,0.0,3.0833333333333335,1.5416666666666667,0.0,1.0
65532,82.0,82.0,82.0,1.0,0.012195121951219513,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,-1.0,1.0
65543,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,19.0,1.0,0.0,0.0,-1.0,1.0
65737,11.0,11.0,11.0,1.0,0.09090909090909091,2.0,2.0,1.0,1.0,140400.0,140400.0,1.0,1.0,1.0,8.0,14.0,0.0,4.333333333333333,2.1666666666666665,0.0,1.0
67015,34.0,34.0,34.0,1.0,0.029411764705882353,3.0,3.0,2.0,2.0,176400.0,176400.0,1.0,2.0,2.0,7.0,10.0,0.0,0.7833333333333333,0.2611111111111111,0.0,1.0
68825,20.0,20.0,20.0,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,0.0,0.0,0.0,-1.0,1.0
70243,53.0,53.0,53.0,1.0,0.018867924528301886,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,-1.0,1.0
70888,3.0,3.0,3.0,1.0,0.3333333333333333,2.0,2.0,1.0,1.0,57240.0,57240.0,1.0,1.0,1.0,8.0,11.0,0.0,5.15,2.575,0.0,1.0
71643,61.0,61.0,61.0,1.0,0.01639344262295082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
71649,11.0,11.0,11.0,1.0,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,-1.0,1.0
72373,13.0,13.0,13.0,1.0,0.07692307692307693,2.0,2.0,1.0,1.0,18600.0,18600.0,0.0,1.0,1.0,8.0,17.0,0.0,7.216666666666667,3.6083333333333334,0.0,0.0
72569,83.0,83.0,83.0,1.0,0.012048192771084338,2.0,2.0,1.0,1.0,275880.0,275880.0,1.0,1.0,1.0,5.0,14.0,0.0,1.6,0.8,0.0,1.0
73029,48.0,48.0,48.0,1.0,0.020833333333333332,1.0,1.0,1.0,1.0,50964.0,50964.0,1.0,1.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,1.0
73856,71.0,0.0,71.0,2.0,0.028169014084507043,5.0,2.5,3.0,1.5,235440.0,117720.0,0.5,1.5,2.5,6.0,21.0,1.0,0.9166666666666666,0.36666666666666664,0.0,1.0
73962,15.0,15.0,15.0,1.0,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,11.0,1.0,0.0,0.0,-1.0,1.0
73963,25.0,25.0,25.0,1.0,0.04,2.0,2.0,1.0,1.0,272400.0,272400.0,1.0,1.0,1.0,7.0,22.0,0.0,10.95,5.475,0.0,1.0
74080,73.0,73.0,73.0,1.0,0.0136986301369863,2.0,2.0,1.0,1.0,11880.0,11880.0,0.0,1.0,1.0,6.0,14.0,0.0,4.716666666666667,2.3583333333333334,0.0,1.0
74185,87.0,87.0,87.0,1.0,0.011494252873563218,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,18.0,0.0,0.0,0.0,-1.0,1.0
74483,74.0,0.0,74.0,2.0,0.02702702702702703,2.0,1.0,1.0,0.5,38160.0,19080.0,0.0,1.0,1.0,6.0,16.5,0.0,0.0,0.0,0.0,1.0
75407,45.0,45.0,45.0,1.0,0.022222222222222223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,1.0
75841,18.0,18.0,18.0,1.0,0.05555555555555555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,-1.0,0.0
75952,30.0,30.0,30.0,1.0,0.03333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,-1.0,1.0
76003,3.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,14.0,0.0,0.0,0.0,-1.0,1.0
76033,91.0,91.0,91.0,1.0,0.01098901098901099,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,22.0,1.0,0.0,0.0,-1.0,1.0
76413,83.0,83.0,83.0,1.0,0.012048192771084338,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,0.0,0.0,-1.0,1.0
76638,53.0,53.0,53.0,1.0,0.018867924528301886,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,16.0,0.0,4.866666666666666,0.3476190476190476,-1.0,1.0
76913,32.0,32.0,32.0,1.0,0.03125,2.0,2.0,1.0,1.0,69600.0,69600.0,1.0,1.0,1.0,7.0,10.0,0.0,2.45,1.225,0.0,1.0
77106,68.0,68.0,68.0,1.0,0.014705882352941176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,18.0,0.0,0.0,0.0,-1.0,1.0
78238,67.0,67.0,67.0,1.0,0.014925373134328358,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,13.0,0.0,0.21666666666666667,0.10833333333333334,-1.0,1.0
78848,92.0,92.0,92.0,1.0,0.010869565217391304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,18.0,1.0,0.0,0.0,-1.0,1.0
79098,76.0,76.0,76.0,1.0,0.013157894736842105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
79428,78.0,78.0,78.0,1.0,0.01282051282051282,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,1.0,0.0,0.0,-1.0,1.0
79545,28.0,28.0,28.0,1.0,0.03571428571428571,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,17.0,0.0,0.18333333333333332,0.09166666666666666,-1.0,1.0
79622,72.0,0.0,72.0,2.0,0.027777777777777776,3.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.5,1.0,0.05,0.03333333333333333,-1.0,1.0
79627,33.0,19.666666666666668,94.0,4.0,0.0425531914893617,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.75,11.5,0.0,0.0,0.0,-1.0,0.0
80460,38.0,38.0,38.0,1.0,0.02631578947368421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,0.0,0.0,0.0,-1.0,1.0
80479,70.0,70.0,70.0,1.0,0.014285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,-1.0,1.0
80580,32.0,32.0,33.0,1.0,0.030303030303030304,2.0,2.0,1.0,1.0,108000.0,108000.0,1.0,1.0,1.0,7.0,19.0,0.0,3.933333333333333,1.9666666666666666,0.0,1.0
82257,50.0,50.0,50.0,1.0,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,17.0,1.0,0.0,0.0,-1.0,1.0
82581,33.0,33.0,33.0,1.0,0.030303030303030304,2.0,2.0,1.0,1.0,17520.0,17520.0,0.0,1.0,1.0,7.0,16.0,0.0,3.1333333333333333,1.5666666666666667,0.0,1.0
82841,61.0,61.0,61.0,1.0,0.01639344262295082,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,15.0,0.0,0.0,0.0,-1.0,1.0
83158,26.0,26.0,26.0,1.0,0.038461538461538464,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,13.0,0.0,1.9333333333333333,0.48333333333333334,-1.0,1.0
83836,43.0,43.0,43.0,1.0,0.023255813953488372,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,-1.0,1.0
84191,26.0,26.0,26.0,1.0,0.038461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,16.0,0.0,0.0,0.0,-1.0,1.0
84327,77.0,77.0,77.0,1.0,0.012987012987012988,1.0,1.0,1.0,1.0,246120.0,246120.0,1.0,1.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0
84866,21.0,21.0,21.0,1.0,0.047619047619047616,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,-1.0,1.0
84928,46.0,3.0,49.0,2.0,0.04081632653061224,3.0,1.5,1.0,0.5,42960.0,21480.0,0.0,1.0,1.0,6.5,8.0,0.0,1.0,0.6666666666666666,0.0,1.0
85242,59.0,59.0,59.0,1.0,0.01694915254237288,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,12.0,0.0,0.0,0.0,-1.0,1.0
85440,52.0,52.0,52.0,1.0,0.019230769230769232,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,10.0,0.0,7.9,2.6333333333333333,-1.0,1.0
86120,81.0,81.0,81.0,1.0,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,-1.0,1.0
86609,81.0,81.0,81.0,1.0,0.012345679012345678,2.0,2.0,1.0,1.0,22800.0,22800.0,0.0,1.0,1.0,5.0,10.0,0.0,2.566666666666667,1.2833333333333334,0.0,1.0
86787,69.0,69.0,69.0,1.0,0.014492753623188406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,1.0
87180,68.0,68.0,68.0,1.0,0.014705882352941176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,1.0
87559,21.0,21.0,21.0,1.0,0.047619047619047616,2.0,2.0,1.0,1.0,12480.0,12480.0,0.0,1.0,1.0,7.0,13.0,0.0,5.5,2.75,0.0,1.0
87662,88.0,88.0,88.0,1.0,0.011363636363636364,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0,0.0,0.0,0.0,-1.0,1.0
88291,30.0,30.0,30.0,1.0,0.03333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,-1.0,1.0
88662,16.0,16.0,16.0,1.0,0.0625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,1.0,0.0,0.0,-1.0,1.0
88888,49.0,49.0,49.0,1.0,0.02040816326530612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,-1.0,1.0
88948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,1.0,0.0,0.0,-1.0,0.0
89959,59.0,59.0,59.0,1.0,0.01694915254237288,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
91291,6.0,6.0,6.0,1.0,0.16666666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,-1.0,1.0
91370,75.0,75.0,75.0,1.0,0.013333333333333334,2.0,2.0,1.0,1.0,54960.0,54960.0,1.0,1.0,1.0,6.0,22.0,0.0,12.283333333333333,6.141666666666667,0.0,1.0
92647,94.0,94.0,94.0,1.0,0.010638297872340425,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,-1.0,1.0
92802,32.0,32.0,32.0,1.0,0.03125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,14.0,0.0,0.0,0.0,-1.0,1.0
93365,92.0,92.0,92.0,1.0,0.010869565217391304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,17.0,1.0,0.0,0.0,-1.0,1.0
94392,32.0,32.0,32.0,1.0,0.03125,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,10.0,0.0,3.8333333333333335,0.9583333333333334,-1.0,1.0
94529,89.0,89.0,89.0,1.0,0.011235955056179775,3.0,3.0,1.0,1.0,40320.0,40320.0,0.0,1.0,2.0,5.0,19.0,0.0,6.583333333333333,2.194444444444444,0.0,1.0
95472,48.0,48.0,48.0,1.0,0.020833333333333332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,-1.0,1.0
95630,88.0,88.0,88.0,1.0,0.011363636363636364,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,17.0,0.0,13.65,4.55,-1.0,1.0
96170,34.0,34.0,34.0,1.0,0.029411764705882353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,1.0
96557,60.0,60.0,60.0,1.0,0.016666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,-1.0,1.0
96947,30.0,30.0,30.0,1.0,0.03333333333333333,1.0,1.0,1.0,1.0,18120.0,18120.0,0.0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0
97099,24.0,24.0,24.0,1.0,0.041666666666666664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,-1.0,1.0
97742,18.0,18.0,18.0,1.0,0.05555555555555555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,0.0,0.0,0.0,-1.0,1.0
98280,7.0,7.0,7.0,1.0,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,19.0,0.0,0.0,0.0,-1.0,1.0
98686,84.0,84.0,84.0,1.0,0.011904761904761904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,0.0,0.0,0.0,-1.0,1.0
98696,35.0,35.0,35.0,1.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,0.0,0.0,0.0,-1.0,1.0
99569,15.0,15.0,15.0,1.0,0.06666666666666667,2.0,2.0,1.0,1.0,10380.0,10380.0,0.0,1.0,1.0,8.0,11.0,1.0,2.283333333333333,1.1416666666666666,0.0,1.0
100459,51.0,51.0,51.0,1.0,0.0196078431372549,2.0,2.0,1.0,1.0,91680.0,91680.0,1.0,1.0,1.0,6.0,19.0,1.0,9.916666666666666,4.958333333333333,0.0,1.0
100676,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,-1.0,1.0
100894,3.0,3.0,3.0,1.0,0.3333333333333333,3.0,3.0,1.0,1.0,34200.0,34200.0,0.0,1.0,1.0,8.0,20.0,0.0,3.9166666666666665,1.3055555555555556,0.0,1.0
101175,0.0,6.777777777777778,63.0,10.0,0.15873015873015872,44.0,4.4,24.0,2.4,1980480.0,198048.0,0.3,1.8,2.9,7.3,10.2,0.0,10.913333333333334,2.4803030303030305,0.0,1.0
101977,60.0,60.0,60.0,1.0,0.016666666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,21.0,0.0,1.1833333333333333,0.5916666666666667,-1.0,1.0
102742,83.0,83.0,83.0,1.0,0.012048192771084338,2.0,2.0,1.0,1.0,80880.0,80880.0,1.0,1.0,1.0,5.0,21.0,0.0,10.233333333333333,5.116666666666666,0.0,1.0
103293,93.0,93.0,93.0,1.0,0.010752688172043012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,17.0,1.0,0.0,0.0,-1.0,1.0
103637,28.0,0.0,29.0,2.0,0.06896551724137931,11.0,5.5,5.0,2.5,162804.0,81402.0,0.5,3.0,4.5,7.0,20.0,1.0,16.175,2.940909090909091,0.0,1.0
103685,25.0,25.0,25.0,1.0,0.04,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,-1.0,1.0
103708,48.0,48.0,48.0,1.0,0.020833333333333332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
103885,20.0,20.0,20.0,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,21.0,0.0,0.0,0.0,-1.0,1.0
105003,25.0,25.0,25.0,1.0,0.04,2.0,2.0,1.0,1.0,23640.0,23640.0,0.0,1.0,1.0,7.0,10.0,0.0,5.65,2.825,0.0,1.0
105164,52.0,52.0,52.0,1.0,0.019230769230769232,2.0,2.0,1.0,1.0,80280.0,80280.0,1.0,1.0,1.0,6.0,1.0,0.0,3.1666666666666665,1.5833333333333333,0.0,1.0
106470,52.0,52.0,52.0,1.0,0.019230769230769232,2.0,2.0,1.0,1.0,223800.0,223800.0,1.0,1.0,1.0,6.0,13.0,0.0,6.916666666666667,3.4583333333333335,0.0,1.0
107213,84.0,84.0,84.0,1.0,0.011904761904761904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,0.0,0.0,0.0,-1.0,1.0
107277,75.0,75.0,75.0,1.0,0.013333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,21.0,0.0,0.0,0.0,-1.0,1.0
107750,14.0,14.0,14.0,1.0,0.07142857142857142,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,-1.0,1.0
107935,92.0,92.0,92.0,1.0,0.010869565217391304,2.0,2.0,1.0,1.0,12960.0,12960.0,0.0,1.0,1.0,5.0,20.0,1.0,9.033333333333333,4.516666666666667,0.0,1.0
108101,90.0,90.0,90.0,1.0,0.011111111111111112,1.0,1.0,1.0,1.0,168600.0,168600.0,1.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0
108161,52.0,52.0,52.0,1.0,0.019230769230769232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,-1.0,1.0
108759,85.0,4.0,89.0,2.0,0.02247191011235955,7.0,3.5,1.0,0.5,63360.0,31680.0,0.5,1.5,2.0,5.0,20.0,0.5,6.925,1.9785714285714284,0.0,0.0
108972,73.0,0.0,74.0,2.0,0.02702702702702703,3.0,1.5,1.0,0.5,226680.0,113340.0,0.5,1.0,1.0,6.0,19.0,0.0,1.1666666666666667,0.7777777777777778,0.0,1.0
109357,80.0,0.0,80.0,3.0,0.0375,55.0,18.333333333333332,19.0,6.333333333333333,315720.0,105240.0,0.6666666666666666,10.0,13.666666666666666,5.0,13.333333333333334,0.0,34.38888888888889,1.8757575757575757,0.0,1.0
110412,16.0,16.0,16.0,1.0,0.0625,4.0,4.0,2.0,2.0,31560.0,31560.0,0.0,1.0,2.0,8.0,12.0,1.0,11.083333333333334,2.7708333333333335,0.0,1.0
110760,75.0,75.0,75.0,1.0,0.013333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,-1.0,1.0
111134,77.0,77.0,77.0,1.0,0.012987012987012988,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,0.0,0.0,-1.0,1.0
111382,22.0,0.0,22.0,2.0,0.09090909090909091,2.0,1.0,1.0,0.5,18600.0,9300.0,0.0,1.0,1.0,7.0,14.5,1.0,0.0,0.0,0.0,1.0
111397,70.0,70.0,70.0,1.0,0.014285714285714285,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,-1.0,1.0
111698,49.0,49.0,49.0,1.0,0.02040816326530612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,23.0,1.0,0.0,0.0,-1.0,1.0
112323,59.0,0.0,60.0,2.0,0.03333333333333333,3.0,1.5,1.0,0.5,210000.0,105000.0,0.5,1.0,1.5,6.0,11.5,0.0,1.6833333333333333,1.1222222222222222,0.0,1.0
112852,20.0,20.0,20.0,1.0,0.05,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,22.0,0.0,0.43333333333333335,0.21666666666666667,-1.0,1.0
113828,85.0,85.0,85.0,1.0,0.011764705882352941,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,1.0,0.0,0.0,-1.0,1.0
114349,17.0,17.0,17.0,1.0,0.058823529411764705,2.0,2.0,1.0,1.0,216360.0,216360.0,1.0,1.0,1.0,7.0,23.0,0.0,0.5666666666666667,0.2833333333333333,0.0,1.0
114730,95.0,95.0,95.0,1.0,0.010526315789473684,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0,-1.0,1.0
114762,69.0,69.0,69.0,1.0,0.014492753623188406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,22.0,0.0,0.0,0.0,-1.0,1.0
114903,82.0,82.0,82.0,1.0,0.012195121951219513,2.0,2.0,1.0,1.0,113880.0,113880.0,1.0,1.0,1.0,5.0,23.0,0.0,4.983333333333333,2.4916666666666667,0.0,1.0
115175,38.0,38.0,38.0,1.0,0.02631578947368421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,1.0
115483,72.0,72.0,72.0,1.0,0.013888888888888888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,-1.0,1.0
115800,47.0,47.0,47.0,1.0,0.02127659574468085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,23.0,0.0,0.0,0.0,-1.0,1.0
115884,42.0,42.0,42.0,1.0,0.023809523809523808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,-1.0,1.0
116095,35.0,35.0,35.0,1.0,0.02857142857142857,4.0,4.0,2.0,2.0,58680.0,58680.0,1.0,2.0,2.0,7.0,22.0,1.0,20.633333333333333,5.158333333333333,0.0,1.0
116236,29.0,29.0,29.0,1.0,0.034482758620689655,3.0,3.0,1.0,1.0,227400.0,227400.0,1.0,1.0,1.0,7.0,7.0,1.0,6.283333333333333,2.0944444444444446,0.0,1.0
116722,40.0,40.0,40.0,1.0,0.025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,-1.0,1.0
116921,8.0,8.0,8.0,1.0,0.125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,18.0,1.0,0.0,0.0,-1.0,1.0
117236,63.0,63.0,63.0,1.0,0.015873015873015872,2.0,2.0,1.0,1.0,222840.0,222840.0,1.0,1.0,1.0,6.0,14.0,0.0,10.633333333333333,5.316666666666666,0.0,0.0
117522,98.0,98.0,98.0,1.0,0.01020408163265306,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,-1.0,1.0
118831,52.0,0.0,52.0,2.0,0.038461538461538464,3.0,1.5,1.0,0.5,25560.0,12780.0,0.0,1.0,1.0,6.0,22.0,0.0,0.43333333333333335,0.2888888888888889,0.0,1.0
118935,41.0,41.0,41.0,1.0,0.024390243902439025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0,-1.0,1.0
118943,50.0,50.0,50.0,1.0,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,18.0,1.0,0.0,0.0,-1.0,1.0
119292,11.0,11.0,11.0,1.0,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,0.0,0.0,0.0,-1.0,1.0
119376,40.0,40.0,40.0,1.0,0.025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,0.0,0.0,0.0,-1.0,1.0
120601,28.0,28.0,28.0,1.0,0.03571428571428571,2.0,2.0,1.0,1.0,275880.0,275880.0,1.0,1.0,1.0,7.0,11.0,0.0,2.8,1.4,0.0,1.0
122126,53.0,53.0,53.0,1.0,0.018867924528301886,2.0,2.0,1.0,1.0,207000.0,207000.0,1.0,1.0,1.0,6.0,8.0,0.0,5.066666666666666,2.533333333333333,0.0,1.0
122135,81.0,81.0,81.0,1.0,0.012345679012345678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,0.0,0.0,0.0,-1.0,1.0
122157,89.0,89.0,89.0,1.0,0.011235955056179775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,-1.0,1.0
122568,93.0,93.0,93.0,1.0,0.010752688172043012,2.0,2.0,1.0,1.0,239880.0,239880.0,1.0,1.0,1.0,5.0,17.0,1.0,2.716666666666667,1.3583333333333334,0.0,1.0
122728,55.0,55.0,55.0,1.0,0.01818181818181818,2.0,2.0,1.0,1.0,75120.0,75120.0,1.0,1.0,1.0,6.0,16.0,0.0,0.9,0.45,0.0,1.0
123123,92.0,92.0,92.0,1.0,0.010869565217391304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,-1.0,1.0
123130,29.0,29.0,29.0,1.0,0.034482758620689655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12.0,1.0,0.0,0.0,-1.0,1.0
123151,97.0,97.0,97.0,1.0,0.010309278350515464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,21.0,0.0,0.0,0.0,-1.0,1.0
123202,34.0,34.0,34.0,1.0,0.029411764705882353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,0.0,0.0,0.0,-1.0,1.0
123343,96.0,96.0,96.0,1.0,0.010416666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,0.0,0.0,-1.0,1.0
123689,84.0,0.0,84.0,2.0,0.023809523809523808,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,11.5,0.0,6.983333333333333,3.4916666666666667,-1.0,1.0
123702,69.0,69.0,69.0,1.0,0.014492753623188406,2.0,2.0,1.0,1.0,16080.0,16080.0,0.0,1.0,1.0,6.0,20.0,0.0,10.016666666666667,5.008333333333334,0.0,1.0
124091,48.0,48.0,48.0,1.0,0.020833333333333332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,12.0,0.0,0.0,0.0,-1.0,1.0
